UniProt	Ensembl
A0A096MJD6	ENSRNOG00000018766
A0A0G2JTM9	ENSRNOG00000060107
D4A1G1	ENSRNOG00000042419
G3V640	ENSRNOG00000001058
G3V9H7	ENSRNOG00000050637
D4A071	ENSRNOG00000022932
D3ZPX0	ENSRNOG00000029220
F1M6F4	ENSRNOG00000055406
F1M6F4	ENSRNOG00000031703
D4A7V3	ENSRNOG00000008739
E9PTQ0	ENSRNOG00000003205
D3ZE35	ENSRNOG00000020605
D4AAE4	ENSRNOG00000039698
F1LRQ1	ENSRNOG00000015354
F1M060	ENSRNOG00000031027
F1M060	ENSRNOG00000057199
F2Z3T9	ENSRNOG00000015914
G3V6N0	ENSRNOG00000004890
Q5J3E8	ENSRNOG00000048916
Q5J3G0	ENSRNOG00000031734
A0A0G2JTC0	ENSRNOG00000061630
B5DEL0	ENSRNOG00000026770
D4A1H7	ENSRNOG00000016010
D4A411	ENSRNOG00000008142
D4ABB2	ENSRNOG00000032871
M0RCP9	ENSRNOG00000050051
Q2YDU9	ENSRNOG00000042274
A0A096MIW6	ENSRNOG00000031437
A0A0G2JUQ7	ENSRNOG00000051464
D3ZAM8	ENSRNOG00000006819
D3ZYH3	ENSRNOG00000048573
D3ZYH3	ENSRNOG00000046053
Q32ZG8	ENSRNOG00000036897
Q1AHR4	ENSRNOG00000016583
D3ZV36	ENSRNOG00000043412
D3ZK76	ENSRNOG00000042421
D4A4Y5	ENSRNOG00000025618
Q498V3	ENSRNOG00000004577
D3Z9Y1	ENSRNOG00000043023
D3ZSH1	ENSRNOG00000022329
D3ZBY0	ENSRNOG00000013247
G3V9R5	ENSRNOG00000039326
D3ZB20	ENSRNOG00000046501
D3ZB20	ENSRNOG00000045832
D3ZZG3	ENSRNOG00000026982
G3V974	ENSRNOG00000024924
A0A0G2JY70	ENSRNOG00000061454
A0A0G2JY70	ENSRNOG00000054540
D3ZBA8	ENSRNOG00000026782
D3ZVU3	ENSRNOG00000004768
D3Z826	ENSRNOG00000022176
D3ZME1	ENSRNOG00000031108
D3ZME1	ENSRNOG00000053992
D3ZQI1	ENSRNOG00000009751
D4A3M7	ENSRNOG00000008338
D4A4N9	ENSRNOG00000012068
D3Z9F9	ENSRNOG00000008232
D3ZHZ0	ENSRNOG00000001375
D3ZMR9	ENSRNOG00000013845
M0R6R5	ENSRNOG00000049778
D4AEJ6	ENSRNOG00000028100
F1M6J9	ENSRNOG00000029322
D3ZAB6	ENSRNOG00000009690
D3ZCH0	ENSRNOG00000013198
D3ZK53	ENSRNOG00000028254
M0R6N0	ENSRNOG00000049827
D3ZES9	ENSRNOG00000013057
Q5J3F0	ENSRNOG00000047242
Q5J3F0	ENSRNOG00000056653
A0A0G2JYX1	ENSRNOG00000057851
D4AB38	ENSRNOG00000047274
D4AB38	ENSRNOG00000059778
Q5J3J8	ENSRNOG00000059448
D3ZGM5	ENSRNOG00000000531
D3ZN63	ENSRNOG00000011167
D4A1Y2	ENSRNOG00000001923
D3Z988	ENSRNOG00000006591
D3ZC81	ENSRNOG00000024012
D3ZJ80	ENSRNOG00000028357
D3ZL12	ENSRNOG00000011658
Q5ECL0	ENSRNOG00000000897
D3ZFM0	ENSRNOG00000018167
D3ZZM3	ENSRNOG00000017745
D4ABM5	ENSRNOG00000015479
D3Z8B6	ENSRNOG00000015002
D3ZFP5	ENSRNOG00000038422
D3ZNH9	ENSRNOG00000046838
D3ZBD1	ENSRNOG00000009656
D4A057	ENSRNOG00000049470
D4A1E5	ENSRNOG00000029427
D4A643	ENSRNOG00000029235
B0B1T9	ENSRNOG00000014691
D3ZCK1	ENSRNOG00000023794
D3ZCQ3	ENSRNOG00000024505
D3ZCQ3	ENSRNOG00000050881
D3ZQ06	ENSRNOG00000016894
D4A6K6	ENSRNOG00000005880
G3V8X7	ENSRNOG00000037798
F7F588	ENSRNOG00000013585
Q6QI64	ENSRNOG00000029418
Q7TPJ2	ENSRNOG00000033584
A0A096MJM4	ENSRNOG00000051152
G3V752	ENSRNOG00000008663
F1LQI1	ENSRNOG00000014743
A0A096MIZ0	ENSRNOG00000007597
D4A7U5	ENSRNOG00000001707
Q6TUF3	ENSRNOG00000032177
B0BNF2	ENSRNOG00000017784
F1M6D0	ENSRNOG00000059381
D4A4H5	ENSRNOG00000012121
D3ZIQ3	ENSRNOG00000019019
D4A962	ENSRNOG00000020683
E9PTS7	ENSRNOG00000031916
G3V9M1	ENSRNOG00000060154
D3ZVI8	ENSRNOG00000015822
D4A5C2	ENSRNOG00000011239
O35761	ENSRNOG00000017890
A0A096MIZ8	ENSRNOG00000045760
A0A096MIZ8	ENSRNOG00000050287
D4A0F4	ENSRNOG00000033801
D4A0F4	ENSRNOG00000043089
Q7TQ83	ENSRNOG00000007218
D3ZIP2	ENSRNOG00000010266
D3ZRK0	ENSRNOG00000030264
D4A9G4	ENSRNOG00000016421
D3ZPS2	ENSRNOG00000031648
A0A0G2K9T8	ENSRNOG00000056098
D3ZVR4	ENSRNOG00000013806
F1LRE2	ENSRNOG00000015061
Q5J3I2	ENSRNOG00000028882
Q6AYB7	ENSRNOG00000019749
D3ZKN4	ENSRNOG00000028113
D4A1H2	ENSRNOG00000014550
G3V8B4	ENSRNOG00000018021
D3ZTN5	ENSRNOG00000001124
F1M491	ENSRNOG00000037793
R9PXY2	ENSRNOG00000033502
D3ZG87	ENSRNOG00000012396
Q3T1H9	ENSRNOG00000021230
Q4JEI5	ENSRNOG00000046453
Q5J3M5	ENSRNOG00000054054
Q5J3M5	ENSRNOG00000054932
A0A0G2K3I7	ENSRNOG00000053249
A0A0G2K3I7	ENSRNOG00000061224
A0A0G2JSM6	ENSRNOG00000013240
A0A0G2K6M1	ENSRNOG00000015798
A0A0G2K6M1	ENSRNOG00000054379
B2RYQ4	ENSRNOG00000029466
D3ZAZ9	ENSRNOG00000047078
D3ZAZ9	ENSRNOG00000054808
D3ZC55	ENSRNOG00000018019
G3V6H6	ENSRNOG00000003902
D3ZVM9	ENSRNOG00000033234
D4ADK8	ENSRNOG00000045653
D4ADK8	ENSRNOG00000046177
D4ADP4	ENSRNOG00000054250
D3ZQN3	ENSRNOG00000016863
D4AAR6	ENSRNOG00000045525
D4AAR6	ENSRNOG00000058237
D4ACH0	ENSRNOG00000018514
M0R3S1	ENSRNOG00000048409
M0R3S1	ENSRNOG00000049921
D4AAZ8	ENSRNOG00000014252
G3V7V7	ENSRNOG00000014597
G3V9A5	ENSRNOG00000028865
Q7TP10	ENSRNOG00000033271
D4A7F4	ENSRNOG00000006884
D3ZJ84	ENSRNOG00000013753
D4A7T7	ENSRNOG00000011112
D3ZBX5	ENSRNOG00000021551
F1LVX1	ENSRNOG00000000150
A0A0G2K9X4	ENSRNOG00000053715
D3ZM09	ENSRNOG00000019962
M0RBL2	ENSRNOG00000050912
M0RBL2	ENSRNOG00000049243
D3ZPC8	ENSRNOG00000007493
D4AA41	ENSRNOG00000010736
F1LNF3	ENSRNOG00000058588
G3V959	ENSRNOG00000001351
D3ZLI2	ENSRNOG00000037289
F1M6T7	ENSRNOG00000005956
D3ZAZ8	ENSRNOG00000004075
M0R8A3	ENSRNOG00000047204
D4A2B8	ENSRNOG00000058193
G3V7T4	ENSRNOG00000014259
G3V9P3	ENSRNOG00000000569
D3ZMS0	ENSRNOG00000025810
D3ZMS0	ENSRNOG00000050660
Q32ZG9	ENSRNOG00000023477
D3ZKE1	ENSRNOG00000016206
D3ZXG5	ENSRNOG00000018915
D3ZA93	ENSRNOG00000018415
D4A0A9	ENSRNOG00000003560
D4A0A9	ENSRNOG00000060686
M0RDF0	ENSRNOG00000045786
M0RDF0	ENSRNOG00000047622
M0RDF0	ENSRNOG00000047577
M0RDF0	ENSRNOG00000050972
M0R9L5	ENSRNOG00000047570
M0R9L5	ENSRNOG00000046956
Q3KRC3	ENSRNOG00000010543
A0A0G2JWX9	ENSRNOG00000060831
D4A2A9	ENSRNOG00000011480
M0RC77	ENSRNOG00000050205
B5DEH3	ENSRNOG00000010492
D3ZB61	ENSRNOG00000009332
D3ZCD7	ENSRNOG00000007285
Q9TPX1	ENSRNOG00000057092
D4A3E2	ENSRNOG00000028384
M0R784	ENSRNOG00000047507
M0R784	ENSRNOG00000057968
D3ZUW8	ENSRNOG00000004538
D4A5D3	ENSRNOG00000032778
Q6QI87	ENSRNOG00000024789
Q6TXH8	ENSRNOG00000014455
D3ZJA5	ENSRNOG00000013756
D4A6H3	ENSRNOG00000006076
D4ABU1	ENSRNOG00000010866
M0RCM3	ENSRNOG00000048035
D3ZB06	ENSRNOG00000046456
Q4KXC1	ENSRNOG00000061664
D4A3A7	ENSRNOG00000003737
D3Z9Z2	ENSRNOG00000016906
D4A0U3	ENSRNOG00000014501
A0A0G2K0H8	ENSRNOG00000061476
D4A7S3	ENSRNOG00000002069
G3V8F9	ENSRNOG00000018662
Q6QI85	ENSRNOG00000059441
A0A0G2K5Y3	ENSRNOG00000059702
D3ZDL0	ENSRNOG00000000607
F8WFN8	ENSRNOG00000039591
M0R3T0	ENSRNOG00000047517
Q5J3K6	ENSRNOG00000061043
G3V945	ENSRNOG00000023538
M0R575	ENSRNOG00000049773
M0R575	ENSRNOG00000047938
B5DEM4	ENSRNOG00000056701
D3ZQ02	ENSRNOG00000016834
G3V7A2	ENSRNOG00000009870
G3V966	ENSRNOG00000021397
Q3C2P9	ENSRNOG00000005209
D3ZIV3	ENSRNOG00000001265
D3ZP55	ENSRNOG00000016618
D3ZZR7	ENSRNOG00000012560
D3ZP47	ENSRNOG00000016723
Q5J3J2	ENSRNOG00000047591
B3LF38	ENSRNOG00000002566
D3ZHB8	ENSRNOG00000020061
D3ZJK0	ENSRNOG00000020251
D3ZY02	ENSRNOG00000014783
B4F763	ENSRNOG00000006895
D3ZYE3	ENSRNOG00000032307
D4A3I3	ENSRNOG00000008159
G3V8D5	ENSRNOG00000018326
Q32ZF2	ENSRNOG00000038757
D3ZFH4	ENSRNOG00000043031
M0R922	ENSRNOG00000049297
B5DF63	ENSRNOG00000011307
D4AC84	ENSRNOG00000021791
A0A096MJI2	ENSRNOG00000018791
G3V630	ENSRNOG00000000846
G3V9P7	ENSRNOG00000011073
A0A096MKG1	ENSRNOG00000049302
G3V9R0	ENSRNOG00000020488
B5DFD3	ENSRNOG00000009276
G3V9J7	ENSRNOG00000005015
A1A5Q8	ENSRNOG00000045953
G3V7L8	ENSRNOG00000011905
D4A9P7	ENSRNOG00000047988
G3V949	ENSRNOG00000021611
G3V9N6	ENSRNOG00000020616
G3V9N6	ENSRNOG00000055286
Q4V8D5	ENSRNOG00000013446
B4F762	ENSRNOG00000016889
A0A0G2JSM4	ENSRNOG00000013165
Q4QR92	ENSRNOG00000019550
A0A096MJX6	ENSRNOG00000007268
G3V734	ENSRNOG00000008236
A0A0G2JSM9	ENSRNOG00000023465
G3V621	ENSRNOG00000000588
Q5BJY8	ENSRNOG00000031453
B1WBZ3	ENSRNOG00000012140
B5DEF3	ENSRNOG00000012975
B1WBT6	ENSRNOG00000029979
B1WBT6	ENSRNOG00000054815
F1M037	ENSRNOG00000021129
G3V8W8	ENSRNOG00000022838
Q5XI40	ENSRNOG00000019674
A0A0H2UHP4	ENSRNOG00000017857
G3V739	ENSRNOG00000008492
Q9JIE2	ENSRNOG00000002937
F7F707	ENSRNOG00000024025
G3V9K8	ENSRNOG00000010595
Q5BK36	ENSRNOG00000039466
Q6QI08	ENSRNOG00000059843
D3ZWM1	ENSRNOG00000009919
B1WC99	ENSRNOG00000001315
G3V9X1	ENSRNOG00000013855
Q66HF7	ENSRNOG00000047339
D3ZBV8	ENSRNOG00000008984
G3V7T3	ENSRNOG00000014044
R9PXR5	ENSRNOG00000001873
Q6AYG2	ENSRNOG00000002026
G3V628	ENSRNOG00000000812
Q0D2L2	ENSRNOG00000047984
F6R0A3	ENSRNOG00000027911
B5DEG7	ENSRNOG00000000112
B5DEI8	ENSRNOG00000020923
Q5J3N4	ENSRNOG00000051757
Q6QI36	ENSRNOG00000030156
A0A0G2JSM0	ENSRNOG00000012392
A0A0G2K7K0	ENSRNOG00000008117
D3ZLQ5	ENSRNOG00000006476
D3ZR12	ENSRNOG00000004928
M0RBN5	ENSRNOG00000030042
D3ZGH2	ENSRNOG00000006703
D3ZHW1	ENSRNOG00000018873
D3ZYL4	ENSRNOG00000053615
Q5J3H2	ENSRNOG00000045921
D4A3G5	ENSRNOG00000017331
G3V6S4	ENSRNOG00000006314
Q4QRB8	ENSRNOG00000000903
D4A4P5	ENSRNOG00000006356
Q0H8V1	ENSRNOG00000019995
B5DFB3	ENSRNOG00000012604
D3ZEB9	ENSRNOG00000001062
D3ZIG2	ENSRNOG00000026215
D3ZNE0	ENSRNOG00000011533
D3ZEM3	ENSRNOG00000029850
D4AEP0	ENSRNOG00000004481
Q4JEI6	ENSRNOG00000046075
D3ZQX1	ENSRNOG00000011316
D3ZXM0	ENSRNOG00000009658
E9PT72	ENSRNOG00000008737
D3ZNL0	ENSRNOG00000033422
D3ZQX3	ENSRNOG00000019949
D3ZSY1	ENSRNOG00000017613
D4A3V5	ENSRNOG00000054080
D4A838	ENSRNOG00000046620
D4A838	ENSRNOG00000049602
F1LP26	ENSRNOG00000002208
F1LVT2	ENSRNOG00000029788
Q63158	ENSRNOG00000005472
F1M1Y4	ENSRNOG00000018874
A0A0G2JXC3	ENSRNOG00000060449
G3V7S5	ENSRNOG00000013746
Q5QD20	ENSRNOG00000045914
G3V7S0	ENSRNOG00000013770
D3ZMB4	ENSRNOG00000008125
Q4TU78	ENSRNOG00000027994
Q4TU78	ENSRNOG00000058333
D3ZX02	ENSRNOG00000036700
D3ZV99	ENSRNOG00000022745
A0A140TAA4	ENSRNOG00000008981
D3Z9M6	ENSRNOG00000002768
D3ZHT5	ENSRNOG00000010454
D3ZYA5	ENSRNOG00000012214
Q3V5X8	ENSRNOG00000016033
A0A0G2K4I6	ENSRNOG00000052014
D3ZTP3	ENSRNOG00000009778
D3ZWD3	ENSRNOG00000018944
D3ZXF8	ENSRNOG00000014890
G3V8P5	ENSRNOG00000020144
M0R9D3	ENSRNOG00000048782
D3ZKE2	ENSRNOG00000005190
D3ZPK4	ENSRNOG00000016687
Q6TXE3	ENSRNOG00000033449
D3Z8I1	ENSRNOG00000027055
D4A1Z1	ENSRNOG00000001908
Q6QI51	ENSRNOG00000056900
D3ZKX3	ENSRNOG00000016491
F1LXA0	ENSRNOG00000007407
M0R8D1	ENSRNOG00000046466
M0R8D1	ENSRNOG00000049182
D3ZZU8	ENSRNOG00000036659
D4A082	ENSRNOG00000003543
M0RCQ3	ENSRNOG00000049874
D4A1E8	ENSRNOG00000049336
D4A9V6	ENSRNOG00000004367
D4A230	ENSRNOG00000005408
D4A230	ENSRNOG00000050567
D4A299	ENSRNOG00000050625
D4A299	ENSRNOG00000058375
D4A9S9	ENSRNOG00000047377
D3Z939	ENSRNOG00000025416
D3ZMK8	ENSRNOG00000049174
D3ZR46	ENSRNOG00000014001
D6QY17	ENSRNOG00000050047
G3V7C9	ENSRNOG00000010178
D4A1G3	ENSRNOG00000015113
D4ABH2	ENSRNOG00000036981
M0R8P7	ENSRNOG00000045536
M0R8P7	ENSRNOG00000047389
M0RDK0	ENSRNOG00000047630
M0RDK0	ENSRNOG00000047110
D3ZXU1	ENSRNOG00000022296
F1LQL4	ENSRNOG00000010096
A0A0G2JYX3	ENSRNOG00000051431
D3ZTM1	ENSRNOG00000018820
D3ZCS6	ENSRNOG00000028121
D3ZFR1	ENSRNOG00000024591
D3ZIN6	ENSRNOG00000048116
D3ZIN6	ENSRNOG00000047627
F1LQF7	ENSRNOG00000012727
M0R7B4	ENSRNOG00000048264
Q6QI21	ENSRNOG00000031132
D3ZGI6	ENSRNOG00000009574
D4A8Z4	ENSRNOG00000039861
D4AEH8	ENSRNOG00000005370
G3V7N5	ENSRNOG00000012443
D3ZV67	ENSRNOG00000028082
D4A0L5	ENSRNOG00000046599
Q3LF76	ENSRNOG00000042229
D3ZM91	ENSRNOG00000008118
D4ACK2	ENSRNOG00000048539
Q6TXG0	ENSRNOG00000031486
D3Z9C2	ENSRNOG00000017083
D3ZZE3	ENSRNOG00000025523
F7FNC4	ENSRNOG00000005701
M0R9U4	ENSRNOG00000048116
M0R9U4	ENSRNOG00000047627
A0A0G2K9M0	ENSRNOG00000054669
Q0Z843	ENSRNOG00000000312
B1H235	ENSRNOG00000019140
Q5J3G6	ENSRNOG00000028807
D3ZF54	ENSRNOG00000000219
G3V8A6	ENSRNOG00000017842
M0R8L1	ENSRNOG00000049425
D3ZBB3	ENSRNOG00000030418
D3ZJZ0	ENSRNOG00000011747
D3ZTZ1	ENSRNOG00000014874
A1KQY6	ENSRNOG00000019128
B0BNA6	ENSRNOG00000009811
D3ZGA9	ENSRNOG00000042101
D3ZIY3	ENSRNOG00000010084
D3ZTN3	ENSRNOG00000059956
F7FEH8	ENSRNOG00000038115
D3ZJR6	ENSRNOG00000005165
D3ZSL2	ENSRNOG00000051450
D3ZZ76	ENSRNOG00000013593
G3V8C6	ENSRNOG00000018089
P97712	ENSRNOG00000008525
Q6QI55	ENSRNOG00000060281
Q76KC6	ENSRNOG00000019005
A0A0G2JY57	ENSRNOG00000060260
D4A0E6	ENSRNOG00000043324
D4A4M3	ENSRNOG00000020670
Q4V8H4	ENSRNOG00000039398
D3ZYU4	ENSRNOG00000004553
D4A8M7	ENSRNOG00000012051
D3ZSD7	ENSRNOG00000012515
D4A9Z8	ENSRNOG00000034071
F1LU70	ENSRNOG00000011584
A0A0A0MY03	ENSRNOG00000024450
A0A0G2KAK5	ENSRNOG00000055310
D3ZDW9	ENSRNOG00000022419
D3ZIF6	ENSRNOG00000043131
A0A0G2K2F1	ENSRNOG00000051534
D3Z9Y6	ENSRNOG00000006577
M0R6L3	ENSRNOG00000057877
M0R6L3	ENSRNOG00000061282
A0A0G2JUK9	ENSRNOG00000058567
Q4KLH7	ENSRNOG00000004420
Q66HK8	ENSRNOG00000004786
D4AB29	ENSRNOG00000012892
Q6PW51	ENSRNOG00000013829
D3ZEH4	ENSRNOG00000025422
D3ZIQ9	ENSRNOG00000019028
D3ZP86	ENSRNOG00000022411
D3ZTG2	ENSRNOG00000042932
D4AD48	ENSRNOG00000019473
D4AD48	ENSRNOG00000052837
D3Z865	ENSRNOG00000012162
D3ZLC7	ENSRNOG00000016593
D3ZN10	ENSRNOG00000033512
D3ZP67	ENSRNOG00000028493
D3ZZZ2	ENSRNOG00000033387
G3V7Z5	ENSRNOG00000015631
G3V9T4	ENSRNOG00000011912
Q8CH92	ENSRNOG00000059362
D3ZIE7	ENSRNOG00000015646
D3ZVA3	ENSRNOG00000030275
D3ZZK6	ENSRNOG00000018742
Q6KGV4	ENSRNOG00000028095
D3ZBL2	ENSRNOG00000009340
D3ZRH6	ENSRNOG00000000955
D4A1T7	ENSRNOG00000019684
Q6QI74	ENSRNOG00000060518
Q6QI74	ENSRNOG00000054945
A0A096MJP5	ENSRNOG00000013018
G3V8A4	ENSRNOG00000017593
A0A096MJ78	ENSRNOG00000051915
G3V616	ENSRNOG00000000481
D3ZLU0	ENSRNOG00000008026
Q2THW6	ENSRNOG00000021891
D4AA11	ENSRNOG00000001820
D4A7M9	ENSRNOG00000006035
D4A7M9	ENSRNOG00000052550
Q5M7U2	ENSRNOG00000011519
Q5R1M6	ENSRNOG00000030258
D3ZWE3	ENSRNOG00000004795
C9DQJ9	ENSRNOG00000027606
F1LT62	ENSRNOG00000038396
D3Z9K9	ENSRNOG00000002800
D4A3I4	ENSRNOG00000008512
Q5J3L2	ENSRNOG00000030085
Q6TXH6	ENSRNOG00000053997
D4A7V2	ENSRNOG00000007053
D4ABY0	ENSRNOG00000019317
Q5XIH1	ENSRNOG00000015410
Q5XIH1	ENSRNOG00000050431
D3ZBH5	ENSRNOG00000025155
D3ZSU7	ENSRNOG00000007227
D3ZU64	ENSRNOG00000001086
D4A511	ENSRNOG00000003211
D4A7N5	ENSRNOG00000017211
Q6SJV7	ENSRNOG00000008838
Q7TQ87	ENSRNOG00000049135
D3ZSS1	ENSRNOG00000058393
D4A8T3	ENSRNOG00000036835
F1LP42	ENSRNOG00000018059
A0A0G2KB88	ENSRNOG00000052784
D3ZSY6	ENSRNOG00000017575
D4A9U2	ENSRNOG00000021390
M0R551	ENSRNOG00000047853
Q5I0Q1	ENSRNOG00000009548
Q7TMB2	ENSRNOG00000052304
D3ZZX1	ENSRNOG00000017635
D4A138	ENSRNOG00000031593
D4A5E4	ENSRNOG00000002125
F1LVG4	ENSRNOG00000024930
G3V6T6	ENSRNOG00000051372
D3ZGE0	ENSRNOG00000056024
A0A0H2UHB1	ENSRNOG00000002826
D4A526	ENSRNOG00000012189
D4AEL3	ENSRNOG00000023946
G3V9W7	ENSRNOG00000042748
G3V9W7	ENSRNOG00000050564
G3V9W7	ENSRNOG00000052728
Q5J3G1	ENSRNOG00000034119
Q7TPA4	ENSRNOG00000061227
A0A0G2JTC4	ENSRNOG00000055370
D3ZK92	ENSRNOG00000042782
D3ZPR2	ENSRNOG00000014191
F1LRY5	ENSRNOG00000006916
M0RDK5	ENSRNOG00000045694
M0RDK5	ENSRNOG00000049438
Q5J3H8	ENSRNOG00000033755
D3ZYW8	ENSRNOG00000015201
D4ACD4	ENSRNOG00000010528
D4ACD4	ENSRNOG00000046797
D3ZAF8	ENSRNOG00000022218
D3ZPD6	ENSRNOG00000007608
D3ZTN8	ENSRNOG00000021370
D3ZTU1	ENSRNOG00000047633
D3ZWI9	ENSRNOG00000036608
M0RCB7	ENSRNOG00000048451
M0RCB7	ENSRNOG00000048970
A0A0G2JUC2	ENSRNOG00000059229
D3ZC66	ENSRNOG00000014471
D3ZFJ6	ENSRNOG00000018081
F1LWG4	ENSRNOG00000005006
G3V8H0	ENSRNOG00000018853
D3ZPV8	ENSRNOG00000034084
D3ZS60	ENSRNOG00000047060
D3ZTM5	ENSRNOG00000010152
Q6QI54	ENSRNOG00000030204
Q6TUH0	ENSRNOG00000059442
A0A0G2K8S6	ENSRNOG00000054176
B5DF92	ENSRNOG00000005371
F7FD47	ENSRNOG00000061088
G3V8W2	ENSRNOG00000021265
A0A0G2JZ13	ENSRNOG00000047280
A0A0G2JZ13	ENSRNOG00000050994
M0R6R3	ENSRNOG00000048128
M0R6R3	ENSRNOG00000047797
M0RBY1	ENSRNOG00000047258
Q6TUH7	ENSRNOG00000006943
M0RA70	ENSRNOG00000047468
D4ACF3	ENSRNOG00000015691
A7ISD5	ENSRNOG00000006319
D3ZEH2	ENSRNOG00000060379
D3ZUI0	ENSRNOG00000029371
M5ABH3	ENSRNOG00000052581
F1LW82	ENSRNOG00000042555
O08718	ENSRNOG00000024413
D3ZFJ8	ENSRNOG00000025934
M0R5A7	ENSRNOG00000050953
M0R5A7	ENSRNOG00000046648
M0R5A7	ENSRNOG00000052652
Q5J3M6	ENSRNOG00000057572
D3ZVP9	ENSRNOG00000021234
G3V792	ENSRNOG00000009700
D3ZM19	ENSRNOG00000014125
D3ZQ77	ENSRNOG00000006148
G3V8M2	ENSRNOG00000023177
Q1RP75	ENSRNOG00000004723
D3ZVM7	ENSRNOG00000053787
A0A0G2JSP4	ENSRNOG00000016093
Q5J3L0	ENSRNOG00000042090
D3ZMI7	ENSRNOG00000033256
D4AAB9	ENSRNOG00000014092
F1LUX3	ENSRNOG00000027431
F1LUX3	ENSRNOG00000047912
G3V8F3	ENSRNOG00000018665
D3ZSA9	ENSRNOG00000021118
D3ZPW7	ENSRNOG00000010461
D4A806	ENSRNOG00000020784
G3V7G5	ENSRNOG00000010953
Q334I2	ENSRNOG00000005687
D3ZMX5	ENSRNOG00000020342
D3ZQQ2	ENSRNOG00000006217
F1M2D1	ENSRNOG00000057176
Q63179	ENSRNOG00000042164
D4A527	ENSRNOG00000012201
D4A4W6	ENSRNOG00000012314
G3V6L6	ENSRNOG00000004717
D3ZXR6	ENSRNOG00000038902
F1MAF2	ENSRNOG00000028211
D3ZZ74	ENSRNOG00000043125
D3ZD67	ENSRNOG00000021920
D3ZKQ4	ENSRNOG00000016795
G3V8T3	ENSRNOG00000020744
M0R6K6	ENSRNOG00000048197
Q4KM81	ENSRNOG00000047943
Q6TXG1	ENSRNOG00000031320
A5HKJ1	ENSRNOG00000019176
D4AAI7	ENSRNOG00000039559
Q6QI66	ENSRNOG00000031522
D4A1A3	ENSRNOG00000027459
D3Z996	ENSRNOG00000026080
D4A3D4	ENSRNOG00000029370
D4A504	ENSRNOG00000020932
D3ZJ19	ENSRNOG00000010188
D3ZQI8	ENSRNOG00000033704
G3V7U2	ENSRNOG00000014230
D3ZME7	ENSRNOG00000037508
F1M0X6	ENSRNOG00000010316
A0A0G2K3N7	ENSRNOG00000029027
B1WC00	ENSRNOG00000011627
D3ZGV1	ENSRNOG00000049429
D3ZGV1	ENSRNOG00000050271
D3ZGV1	ENSRNOG00000052168
D3ZMW8	ENSRNOG00000032889
D3ZV91	ENSRNOG00000004503
M0RBE6	ENSRNOG00000048861
D3Z8K8	ENSRNOG00000032376
D3ZE73	ENSRNOG00000032570
M0R5Z9	ENSRNOG00000047004
D3ZU26	ENSRNOG00000010312
D4ADT0	ENSRNOG00000031449
G3V7Y8	ENSRNOG00000015478
A0A0G2K8K7	ENSRNOG00000061902
A0A0G2K8K7	ENSRNOG00000008720
Q6TUH8	ENSRNOG00000031061
D3ZW59	ENSRNOG00000003596
D3ZD36	ENSRNOG00000000634
D4IGX4	ENSRNOG00000008451
F1LRH1	ENSRNOG00000001156
D3ZL06	ENSRNOG00000037299
D3ZCA7	ENSRNOG00000043071
D4A0L1	ENSRNOG00000011552
A0A0H2UHS1	ENSRNOG00000020551
D3ZAM9	ENSRNOG00000049431
D3ZAM9	ENSRNOG00000050749
D4A7F2	ENSRNOG00000017166
M0R7R5	ENSRNOG00000048471
M0R7R5	ENSRNOG00000048094
A0A0G2K6P4	ENSRNOG00000051482
D3ZCZ0	ENSRNOG00000015873
D4A2T2	ENSRNOG00000025545
G3V8N3	ENSRNOG00000020022
D4A1P0	ENSRNOG00000021943
D3ZEI8	ENSRNOG00000000247
D3ZIQ1	ENSRNOG00000046864
D3ZTY6	ENSRNOG00000023129
D3ZXW4	ENSRNOG00000015008
D4A305	ENSRNOG00000031653
D4A750	ENSRNOG00000053075
Q2TGJ5	ENSRNOG00000029049
A0A0G2JUJ1	ENSRNOG00000016565
D3ZH91	ENSRNOG00000020109
D3ZH91	ENSRNOG00000046142
D3ZHL8	ENSRNOG00000026944
D3ZUN1	ENSRNOG00000010275
F1LVF4	ENSRNOG00000024972
D3ZHE2	ENSRNOG00000002224
D3ZQI9	ENSRNOG00000018533
D3ZSB2	ENSRNOG00000052917
D3ZYQ0	ENSRNOG00000000231
D3Z8R8	ENSRNOG00000011713
D3ZR26	ENSRNOG00000019990
M0R8B2	ENSRNOG00000047310
F1LPI3	ENSRNOG00000006478
F1LU78	ENSRNOG00000024336
Q4V7E6	ENSRNOG00000016617
D4A2B4	ENSRNOG00000031521
D3ZH74	ENSRNOG00000037552
M0RBC9	ENSRNOG00000047131
M0RBC9	ENSRNOG00000049723
D3ZND6	ENSRNOG00000013817
D4A2W3	ENSRNOG00000017351
D4A5Z6	ENSRNOG00000005902
Q78DZ1	ENSRNOG00000011841
Q331S7	ENSRNOG00000014571
D3ZLU7	ENSRNOG00000051590
D3ZZJ5	ENSRNOG00000018534
D3ZZJ5	ENSRNOG00000047233
D4A7V8	ENSRNOG00000008668
D4ACD5	ENSRNOG00000010098
Q5I0D2	ENSRNOG00000013721
D3ZVA5	ENSRNOG00000015303
D4A503	ENSRNOG00000020929
B2RYF4	ENSRNOG00000019152
D4ADG5	ENSRNOG00000029447
Q3L472	ENSRNOG00000006052
Q5J3L3	ENSRNOG00000032672
